 cat | count |   cat_sog_avg    |  cat_spd_dif_avg  |  cat_fu_exc_avg   
-----+-------+------------------+-------------------+-------------------
   1 |  1556 | 13.1885296912677 | 0.868218144932727 | 0.441368006891753
   2 |   946 | 15.1211327430313 |  2.27747048106841 |   1.1236737163946
   3 |   701 | 18.1508070609833 |  2.88085237975763 |   2.2744036779232
   4 |   926 | 13.0258610778325 | 0.904587083386701 | 0.365590939032927
   5 |   768 | 13.6481926580673 | 0.886924042344692 |  0.93580945665522
   6 |   324 | 14.0069042177131 |  1.05012759875559 |  1.09328481278643
(6 rows)

