 cat | count |   cat_sog_avg    |  cat_spd_dif_avg  |  cat_fu_exc_avg   
-----+-------+------------------+-------------------+-------------------
   1 |  1556 | 13.1882323555736 | 0.867920809238664 | 0.441101725625651
   2 |   952 | 15.1314536803126 |  2.28779141834974 |  1.13052735480458
   3 |   696 | 18.1577041312127 |  2.88774944998818 |  2.28076329632579
   4 |   926 | 13.0258610778325 | 0.904587083386701 | 0.365590939032927
   5 |   767 | 13.6475566641603 | 0.886288048437685 | 0.936223705742841
   6 |   324 | 14.0069042177131 |  1.05012759875559 |  1.09328481278643
(6 rows)

