 partition_code |    vessel_name    |   mmsi    
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
                | GNS NAA GBEWAA    | 627400700
(207 rows)

