 partition_code |   vessel_name    |   mmsi    
----------------+------------------+-----------
                | CASPIAN BREEZE   | 434114300
                | CONQUEROR TRE    | 657105500
                | MV-C0NQUEROR DUE | 657847000
(3 rows)

